cdrRecordType,globalCallID_callManagerId,globalCallID_callId,origLegCallIdentifier,dateTimeOrigination,origNodeId,origSpan,origIpAddr,callingPartyNumber,origCause_location,origCause_value,origPrecedenceLevel,origMediaTransportAddress_IP,origMediaTransportAddress_Port,origMediaCap_payloadCapability,origMediaCap_maxFramesPerPacket,origMediaCap_g723BitRate,origVideoCap_Codec,origVideoCap_Bandwidth,origVideoCap_Resolution,origVideoTransportAddress_IP,origVideoTransportAddress_Port,origRSVPAudioStat,origRSVPVideoStat,destLegIdentifier,destNodeId,destSpan,destIpAddr,originalCalledPartyNumber,finalCalledPartyNumber,destCause_location,destCause_value,destPrecedenceLevel,destMediaTransportAddress_IP,destMediaTransportAddress_Port,destMediaCap_payloadCapability,destMediaCap_maxFramesPerPacket,destMediaCap_g723BitRate,destVideoCap_Codec,destVideoCap_Bandwidth,destVideoCap_Resolution,destVideoTransportAddress_IP,destVideoTransportAddress_Port,destRSVPAudioStat,destRSVPVideoStat,dateTimeConnect,dateTimeDisconnect,lastRedirectDn,pkid,origCallTerminationOnBehalfOf,destCallTerminationOnBehalfOf,origCalledPartyRedirectOnBehalfOf,lastRedirectRedirectOnBehalfOf,origCalledPartyRedirectReason,lastRedirectRedirectReason,destConversationId,globalCallId_ClusterID,joinOnBehalfOf,comment,authCodeDescription,authorizationLevel,clientMatterCode,origDTMFMethod,destDTMFMethod,callSecuredStatus,origConversationId,origMediaCap_Bandwidth,destMediaCap_Bandwidth,authorizationCodeValue,outpulsedCallingPartyNumber,outpulsedCalledPartyNumber,origVideoCap_Codec_Channel2,origVideoCap_Bandwidth_Channel2,origVideoCap_Resolution_Channel2,origVideoTransportAddress_IP_Channel2,origVideoTransportAddress_Port_Channel2,origVideoChannel_Role_Channel2,destVideoCap_Codec_Channel2,destVideoCap_Bandwidth_Channel2,destVideoCap_Resolution_Channel2,destVideoTransportAddress_IP_Channel2,destVideoTransportAddress_Port_Channel2,destVideoChannel_Role_Channel2,incomingProtocolID,incomingProtocolCallRef,outgoingProtocolID,outgoingProtocolCallRef,currentRoutingReason,origRoutingReason,lastRedirectingRoutingReason,huntPilotDN,huntPilotPartition,calledPartyPatternUsage,outpulsedOriginalCalledPartyNumber,outpulsedLastRedirectingNumber,wasCallQueued,totalWaitTimeInQueue,mobileCallingPartyNumber,origMobileCallDuration,destMobileCallDuration,mobileCallType
1,2,3766546,41861915,1684148710,2,41861915,1850540810,17186085618,0,16,4,1850540810,20812,4,20,0,0,0,0,0,0,0,0,41861921,2,41861921,189595914,13126463298,2000,0,0,4,189595914,20178,4,20,0,0,0,0,0,0,0,0,1684148731,1684148799,13126463298,ff8c1649-baf9-4688-b3b4-9851cd85a709,12,0,5,5,2,2,0,StandAloneCluster,5,,,0,,2,3,0,0,64,64,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,414EC81EF24911EDA919E72D760FE46E,1,664ABE80000100000000378B0A4D030A,0,0,0,,,5,,,0,0,,0,0,0
1,2,3766548,41861924,1684149625,2,0,-255327478,3385,0,16,4,-255327478,16944,4,20,0,0,0,0,0,0,0,0,41861925,2,41861925,189595914,2000,2000,0,0,4,189595914,20678,4,20,0,0,0,0,0,0,0,0,1684149625,1684149643,2000,b9bd4350-1a9d-4be7-a987-6aa3db5aa2ed,12,0,0,0,0,0,0,StandAloneCluster,0,,,0,,3,3,0,0,64,64,,,,0,0,0,0,0,0,0,0,0,0,0,0,3,0000000000397914027EC32400000000,1,7BC0E800000100000000378C0A4D030A,0,0,0,,,5,,,0,0,,0,0,0
1,2,3766549,41861927,1684149644,2,0,-255327478,3385,0,16,4,-255327478,16996,4,20,0,0,0,0,0,0,0,0,41861928,2,41861928,189595914,2000,2000,0,0,4,189595914,20590,4,20,0,0,0,0,0,0,0,0,1684149644,1684149710,2000,f12ffaee-7c31-4f61-9245-ffb9003b5db9,12,0,0,0,0,0,0,StandAloneCluster,0,,,0,,3,3,0,0,64,64,,,,0,0,0,0,0,0,0,0,0,0,0,0,3,0000000000397915027EC32700000000,1,87141380000100000000378D0A4D030A,0,0,0,,,5,,,0,0,,0,0,0
1,2,3766556,41861943,1684152537,2,41861943,1850540810,16172726314,0,0,4,1850540810,20814,4,20,0,0,0,0,0,0,0,0,41861944,2,0,-1211628790,13126463332,13126463332,0,16,4,-1211628790,25678,4,20,0,0,0,0,0,0,0,0,1684152539,1684152575,13126463332,c51f5953-e3b6-45b3-9b4f-a587e196433c,0,12,0,0,0,0,0,StandAloneCluster,0,,,0,,2,3,0,0,64,64,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,2A697D12F25211EDAD64E72D760FE46E,0,,0,0,0,,,2,,,0,0,,0,0,0
1,2,3766557,41861947,1684152579,2,0,-137886966,3298,0,16,4,-137886966,32426,4,20,0,0,0,0,0,0,0,0,41861948,2,41861948,189595914,2000,2000,0,0,4,189595914,19422,4,20,0,0,0,0,0,0,0,0,1684152579,1684152599,2000,0ea392e9-b7f2-477e-8ed9-398a35a09e88,12,0,0,0,0,0,0,StandAloneCluster,0,,,0,,3,3,0,0,64,64,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,5C798900000100000000378E0A4D030A,0,0,0,,,5,,,0,0,,0,0,0
1,2,3766558,41861952,1684152597,2,0,-1513618678,3329,0,393216,4,-1513618678,29178,4,20,0,0,0,0,0,0,0,0,41861958,2,0,-2045439828,2561,2561,0,16,4,-2045439828,23168,4,20,0,0,0,0,0,0,0,0,1684152605,1684152658,2000,0bccb41d-68b0-47db-8a3e-1daad61751bd,17,12,17,17,130,130,0,StandAloneCluster,17,,,0,,3,3,0,0,64,64,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,2561,2d63f862-412b-feca-5d1d-0107abc8c96c,7,,,0,0,,0,0,0
1,2,3766560,41861973,1684152916,2,0,-691535094,3277,0,16,4,-691535094,17696,4,20,0,0,0,0,0,0,0,0,41861974,2,41861974,1850540810,1.14421E+13,1.14421E+13,0,0,4,1850540810,20886,4,20,0,0,0,0,0,0,0,0,1684152922,1684152941,1.14421E+13,3f8c0a96-b77a-448c-9874-c76a67e113a9,12,0,0,0,0,0,0,StandAloneCluster,0,,,0,,3,0,0,0,64,64,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,2852980000010000000037900A4D030A,0,0,0,,,5,,,0,0,,0,0,0
1,2,3766562,41861983,1684152982,2,0,113836810,3597,0,16,4,113836810,27376,4,20,0,0,0,0,0,0,0,0,41861984,2,41861984,1850540810,1.14421E+13,1.14421E+13,0,0,4,1850540810,20858,4,20,0,0,0,0,0,0,0,0,1684152988,1684152997,1.14421E+13,3e4831eb-116f-443c-a247-a85df791e86b,12,0,0,0,0,0,0,StandAloneCluster,0,,,0,,3,0,0,0,64,64,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,4FA9650000010000000037920A4D030A,0,0,0,,,5,,,0,0,,0,0,0
1,2,3766561,41861976,1684152950,2,0,-154664182,3271,0,0,4,-154664182,31840,4,20,0,0,0,0,0,0,0,0,41861981,2,41861981,189595914,3515,2000,0,16,4,189595914,17428,4,20,0,0,0,0,0,0,0,0,1684152971,1684153035,3515,5b4e9ec0-035b-4e84-a123-c71736eb0935,0,12,5,5,2,2,0,StandAloneCluster,5,,,0,,3,3,0,0,64,64,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,461FFD0000010000000037910A4D030A,0,0,0,,,5,,,0,0,,0,0,0
1,2,3766563,41861987,1684153483,2,0,1882981130,3280,0,16,4,1882981130,21246,4,20,0,0,0,0,0,0,0,0,41861993,2,0,801637130,2561,2561,0,393216,4,801637130,26440,4,20,0,0,0,0,0,0,0,0,1684153489,1684153624,2000,734556d6-1487-4253-860a-9a029969ec60,12,17,17,17,130,130,0,StandAloneCluster,17,,,0,,3,3,0,0,64,64,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,2561,2d63f862-412b-feca-5d1d-0107abc8c96c,7,,,0,0,,0,0,0
1,2,3766567,41862013,1684154147,2,0,1573389066,3574,0,16,4,1573389066,25810,4,20,0,0,0,0,0,0,0,0,41862014,2,41862014,189595914,2000,2000,0,0,4,189595914,19900,4,20,0,0,0,0,0,0,0,0,1684154147,1684154205,2000,dcda9d27-ab81-4f89-be3b-e027c6eceafe,12,0,0,0,0,0,0,StandAloneCluster,0,,,0,,3,3,0,0,64,64,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0313590000010000000037950A4D030A,0,0,0,,,5,,,0,0,,0,0,0
1,2,3766571,41862022,1684154521,2,41862022,1850540810,14356021169,0,0,4,1850540810,20900,4,20,0,0,0,0,0,0,0,0,41862023,2,0,399049482,13126463369,13126463369,0,16,4,399049482,28396,4,20,0,0,0,0,0,0,0,0,1684154526,1684155075,13126463369,3d8ab606-d851-4dc0-b7e7-6ff0935e3580,0,12,0,0,0,0,0,StandAloneCluster,0,,,0,,2,3,0,0,64,64,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,C911CD48F25611EDAFA7E72D760FE46E,0,,0,0,0,,,2,,,0,0,,0,0,0
1,2,3766573,41862028,1684155113,2,0,-825752822,3473,0,16,4,-825752822,25100,4,20,0,0,0,0,0,0,0,0,41862029,2,0,399049482,3369,3369,0,0,4,399049482,22622,4,20,0,0,0,0,0,0,0,0,1684155116,1684155128,3369,f652a20f-c7fb-4a8b-9009-0ddf02371ca2,12,0,0,0,0,0,0,StandAloneCluster,0,,,0,,3,3,0,0,64,64,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,,2,,,0,0,,0,0,0
1,2,3766574,41862032,1684155253,2,0,549978890,3293,0,16,4,549978890,31544,4,20,0,0,0,0,0,0,0,0,41862033,2,41862033,189595914,2000,2000,0,0,4,189595914,16798,4,20,0,0,0,0,0,0,0,0,1684155253,1684155287,2000,8039f8a2-645c-4c48-a83b-16ab9da35295,12,0,0,0,0,0,0,StandAloneCluster,0,,,0,,3,3,0,0,64,64,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,964D8E0000010000000037960A4D030A,0,0,0,,,5,,,0,0,,0,0,0
1,2,3766578,41862042,1684155694,2,41862042,1850540810,13128550055,0,16,4,1850540810,20920,4,20,0,0,0,0,0,0,0,0,41862045,2,41862045,189595914,2542,2000,0,0,4,189595914,20830,4,20,0,0,0,0,0,0,0,0,1684155694,1684155698,2542,3fbf7d8c-050d-488f-9e4c-be6184ae881e,12,0,5,5,15,15,0,StandAloneCluster,5,,,0,,2,3,0,0,64,64,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,8473DA91F25911EDB0F9E72D760FE46E,1,9D28D08000010000000037970A4D030A,0,0,0,,,5,,,0,0,,0,0,0
1,2,3766581,41862049,1684155915,2,41862049,1850540810,16172726314,0,16,4,1850540810,20926,4,20,0,0,0,0,0,0,0,0,41862050,2,41862050,1850540810,13126463332,13126463332,0,0,4,1850540810,20924,4,20,0,0,0,0,0,0,0,0,1684155923,1684156007,13126463332,cae2459e-e2f7-4ffc-9981-1486b55572b2,12,0,0,0,0,0,0,StandAloneCluster,0,,,0,,2,2,0,0,64,64,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,07D324C6F25A11EDB13DE72D760FE46E,1,2345170000010000000037980A4D030A,0,0,0,,,2,,,0,0,,0,84,8
1,2,3766566,41862009,1684153844,2,0,-1429732598,3442,0,16,4,-1429732598,25350,4,20,0,0,0,0,0,0,0,0,41862010,2,41862010,129896620,3460,3460,0,0,4,-1916923732,34406,4,20,0,0,0,0,0,0,0,0,1684153854,1684156161,3460,0eb180b7-2e42-4435-b8df-dce9b5d83c18,12,0,0,0,0,0,0,StandAloneCluster,0,,,0,,3,2,0,0,64,64,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,4F11CE0000010000000037940A4D030A,0,0,0,,,5,,,0,0,,0,0,0
1,2,3766584,41862056,1684156331,2,0,-1513618678,3329,0,16,4,-1513618678,23240,4,20,0,0,0,0,0,0,0,0,41862057,2,41862057,1850540810,18887411115,18887411115,0,0,4,1850540810,20928,4,20,0,0,0,0,0,0,0,0,1684156335,1684156388,18887411115,0ac4e698-9c13-47ad-92c9-a711513aa51d,12,0,0,0,0,0,0,StandAloneCluster,0,,,0,,3,2,0,0,64,64,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1AA1108000010000000037990A4D030A,0,0,0,,,5,,,0,0,,0,0,0
1,2,3766585,41862059,1684156512,2,41862059,1850540810,17735535700,0,0,4,1850540810,20938,4,20,0,0,0,0,0,0,0,0,41862062,2,41862062,189595914,2542,2000,0,16,4,189595914,16818,4,20,0,0,0,0,0,0,0,0,1684156512,1684156525,2542,06de7770-c5e9-4c1d-9de4-0eef00e8fd01,0,12,5,5,15,15,0,StandAloneCluster,5,,,0,,2,3,0,0,64,64,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,6BC28718F25B11EDB1F9E72D760FE46E,1,84B9B580000100000000379A0A4D030A,0,0,0,,,5,,,0,0,,0,0,0
1,2,3766587,41862064,1684157512,2,0,1875378954,3555,0,16,4,1875378954,19286,4,20,0,0,0,0,0,0,0,0,41862065,2,41862065,189595914,2000,2000,0,0,4,189595914,16944,4,20,0,0,0,0,0,0,0,0,1684157512,1684157540,2000,ffe73f9e-b4db-423b-8efa-71c0867ddbeb,12,0,0,0,0,0,0,StandAloneCluster,0,,,0,,3,3,0,0,64,64,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,D8C59980000100000000379B0A4D030A,0,0,0,,,5,,,0,0,,0,0,0
1,2,3766589,41862072,1684157578,2,0,-154664182,3271,0,0,4,-154664182,29152,4,20,0,0,0,0,0,0,0,0,41862075,2,41862075,1850540810,3347,13126361884,0,16,4,1850540810,20936,4,20,0,0,0,0,0,0,0,0,1684157588,1684157594,3347,dd1bcfec-959b-48a1-8474-68bd819fc8b1,0,12,5,5,15,15,0,StandAloneCluster,5,,,0,,3,2,0,0,64,64,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,001C6680000100000000379C0A4D030A,0,0,0,,,5,,,0,0,,0,0,0
1,2,3766593,41862080,1684157694,2,0,-808975606,3590,0,393216,4,-808975606,16728,4,20,0,0,0,0,0,0,0,0,41862086,2,0,-1765276918,2561,2561,0,16,4,-1765276918,30364,4,20,0,0,0,0,0,0,0,0,1684157697,1684157745,2000,8cf92f61-c11c-4d67-98da-486500efa2d0,17,12,17,17,130,130,0,StandAloneCluster,17,,,0,,3,3,0,0,64,64,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,2561,2d63f862-412b-feca-5d1d-0107abc8c96c,7,,,0,0,,0,0,0
1,2,3766594,41862100,1684157878,2,41862100,1850540810,13129275881,0,16,4,1850540810,20946,4,20,0,0,0,0,0,0,0,0,41862109,2,41862109,189595914,13126463295,2000,0,0,4,189595914,19940,4,20,0,0,0,0,0,0,0,0,1684157898,1684157946,13126463295,0c89d424-bdd3-47e0-802a-d4a09e1ddb38,12,0,5,5,2,2,0,StandAloneCluster,5,,,0,,2,3,0,0,64,64,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,99F34C36F25E11EDB388E72D760FE46E,1,BED88680000100000000379F0A4D030A,0,0,0,,,5,,,0,0,,0,0,0
1,2,3766595,41862104,1684157895,2,41862104,1850540810,17736806721,0,16,4,1850540810,20954,4,20,0,0,0,0,0,0,0,0,41862105,2,0,-1345846518,13126463406,13126463406,0,0,4,-1345846518,26340,4,20,0,0,0,0,0,0,0,0,1684157901,1684158108,13126463406,b3c92471-3a4c-4ec6-a061-95fe1aef4557,12,0,0,0,0,0,0,StandAloneCluster,0,,,0,,2,3,0,0,64,64,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,A46B7FFAF25E11EDB39BE72D760FE46E,0,,0,0,0,,,2,,,0,0,,0,0,0
1,2,3766597,41862115,1684158093,2,41862115,1850540810,12127107618,0,0,4,1850540810,20630,4,20,0,0,0,0,0,0,0,0,41862116,2,41862116,129896620,3465,3465,0,16,4,-1916923732,36404,4,20,0,0,0,0,0,0,0,0,1684158103,1684158117,3465,2404ac5b-73ec-4789-8389-21abbb720ee8,0,12,0,0,0,0,0,StandAloneCluster,0,,,0,,2,2,0,0,64,64,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,1A5F450AF25F11EDB3D9E72D760FE46E,1,33132A0000010000000037A10A4D030A,0,0,0,,,5,,,0,0,,0,0,0
1,2,3766596,41862111,1684158041,2,0,1355285258,3519,0,0,4,1355285258,31854,4,20,0,0,0,0,0,0,0,0,41862112,2,41862112,129896620,3554,3554,0,16,4,-1916923732,35322,4,20,0,0,0,0,0,0,0,0,1684158050,1684158282,3554,afe3bb64-4397-41d9-bb33-5246490a4ff4,0,12,0,0,0,0,0,StandAloneCluster,0,,,0,,3,2,0,0,64,64,,,,0,0,0,0,0,0,0,0,0,0,0,0,3,0000000000397944027EC3DF00000000,1,1414980000010000000037A00A4D030A,0,0,0,,,5,,,0,0,,0,0,0
1,2,3766598,41862118,1684158224,2,41862118,1850540810,9.18061E+11,0,16,4,1850540810,20960,4,20,0,0,0,0,0,0,0,0,41862119,2,0,633864970,13126463562,13126463562,0,0,4,633864970,31866,4,20,0,0,0,0,0,0,0,0,1684158228,1684158406,13126463562,d660916f-2164-40c5-a963-12cccc06816f,12,0,0,0,0,0,0,StandAloneCluster,0,,,0,,2,3,0,0,64,64,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,6831C296F25F11EDB406E72D760FE46E,0,,0,0,0,,,2,,,0,0,,0,0,0
1,2,3766720,41862366,1684158683,2,0,1355285258,3519,0,16,4,1355285258,22338,4,20,0,0,0,0,0,0,0,0,41862367,2,0,-976747766,3350,3350,0,0,4,-976747766,28962,4,20,0,0,0,0,0,0,0,0,1684158688,1684158723,3350,c3a269ee-bb47-4d9b-8c4c-800919a72ca2,12,0,0,0,0,0,0,StandAloneCluster,0,,,0,,3,3,0,0,64,64,,,,0,0,0,0,0,0,0,0,0,0,0,0,3,00000000003979C0027EC4DE00000000,0,,0,0,0,,,2,,,0,0,,0,0,0
1,2,3766721,41862371,1684158772,2,0,516424458,3570,0,16,4,516424458,27214,4,20,0,0,0,0,0,0,0,0,41862372,2,41862372,1850540810,16467344771,16467344771,0,0,4,1850540810,21278,4,20,0,0,0,0,0,0,0,0,1684158804,1684158848,16467344771,2f2b2773-e891-48a5-aa18-6f8eb562bfdd,12,0,0,0,0,0,0,StandAloneCluster,0,,,0,,3,2,0,0,64,64,,,,0,0,0,0,0,0,0,0,0,0,0,0,3,00000000003979C1027EC4E300000000,1,C7CA578000010000000037A30A4D030A,0,0,0,,,5,,,0,0,,0,0,0
1,2,3766719,41862362,1684158664,2,41862362,1850540810,18479227556,0,0,4,1850540810,21280,4,20,0,0,0,0,0,0,0,0,41862363,2,0,1271399178,13126463309,13126463309,0,16,4,1271399178,20120,4,20,0,0,0,0,0,0,0,0,1684158667,1684158870,13126463309,c26338ab-0654-44a3-b89d-abdd2fec432c,0,12,0,0,0,0,0,StandAloneCluster,0,,,0,,2,3,0,0,64,64,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,6E6C7F5DF26011EDB6ACE72D760FE46E,3,00000000003979BF027EC4DB00000000,0,0,0,,,2,,,0,0,,0,0,0
1,2,3766723,41862378,1684158933,2,41862378,1850540810,18152480768,0,0,4,1850540810,21094,4,20,0,0,0,0,0,0,0,0,41862381,2,41862381,189595914,2542,2000,0,16,4,189595914,19484,4,20,0,0,0,0,0,0,0,0,1684158933,1684158946,2542,bf2d6222-68f7-43fb-a4a2-e34f60a967f4,0,12,5,5,15,15,0,StandAloneCluster,5,,,0,,2,3,0,0,64,64,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0F20C7C2F26111EDB711E72D760FE46E,1,27C0FE0000010000000037A50A4D030A,0,0,0,,,5,,,0,0,,0,0,0
1,2,3766724,41862382,1684159007,2,41862382,1850540810,19098435296,0,16,4,1850540810,21172,4,20,0,0,0,0,0,0,0,0,41862387,2,41862387,189595914,13126463373,2000,0,0,4,189595914,17064,4,20,0,0,0,0,0,0,0,0,1684159019,1684159021,13126463373,9fc7d7aa-4247-4606-b37e-c5f71e4f2e67,12,0,5,5,2,2,0,StandAloneCluster,5,,,0,,2,3,0,0,64,64,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,3B122C9FF26111EDB72DE72D760FE46E,1,5B038D0000010000000037A60A4D030A,0,0,0,,,5,,,0,0,,0,0,0
1,2,3766725,41862388,1684159073,2,0,365495050,3381,0,0,4,365495050,21102,4,20,0,0,0,0,0,0,0,0,41862389,2,0,399049482,3369,3369,0,16,4,399049482,25138,4,20,0,0,0,0,0,0,0,0,1684159077,1684159101,3369,97226efd-f848-4cf7-9900-49aff02d86ab,0,12,0,0,0,0,0,StandAloneCluster,0,,,0,,3,3,0,0,64,64,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,,,2,,,0,0,,0,0,0
1,2,3766722,41862374,1684158909,2,41862374,1850540810,16176620322,0,16,4,1850540810,21198,4,20,0,0,0,0,0,0,0,0,41862377,2,41862377,1850540810,13126463312,16306398247,0,0,4,1850540810,21074,4,20,0,0,0,0,0,0,0,0,1684158921,1684159212,13126463312,b181d262-8258-409f-b1f4-2bc5b5bce966,12,0,5,5,15,15,0,StandAloneCluster,5,,,0,,2,2,0,0,64,64,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,006FF419F26111EDB6FEE72D760FE46E,1,1972E20000010000000037A40A4D030A,0,0,0,,,5,,,0,0,,0,0,0
1,2,3766730,41862403,1684159323,2,41862403,1850540810,17207384564,0,0,4,1850540810,20834,4,20,0,0,0,0,0,0,0,0,41862404,2,41862404,1850540810,13122685098,13122685098,0,16,4,1850540810,21164,4,20,0,0,0,0,0,0,0,0,1684159324,1684159362,13122685098,e2d9d221-cf71-4627-9a54-860c26648d37,0,12,0,0,0,0,0,StandAloneCluster,0,,,0,,2,2,0,0,64,64,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,F79E9ABBF26111EDB79BE72D760FE46E,1,1036450000010000000037A80A4D030A,0,0,0,,,5,,,0,0,,0,0,0
1,2,3766726,41862393,1684159140,2,0,-1698168054,3399,0,0,4,-1698168054,29134,4,20,0,0,0,0,0,0,0,0,41862394,2,41862394,1850540810,16306542229,16306542229,0,16,4,1850540810,21174,4,20,0,0,0,0,0,0,0,0,1684159141,1684159425,16306542229,f857c56f-a2c5-48a6-a6d7-48c529605770,0,12,0,0,0,0,0,StandAloneCluster,0,,,0,,3,2,0,0,64,64,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,A322AF8000010000000037A70A4D030A,0,0,0,,,5,,,0,0,,0,0,0
1,2,3766732,41862408,1684159409,2,41862408,1850540810,13123718379,0,16,4,1850540810,21282,4,20,0,0,0,0,0,0,0,0,41862409,2,0,1355285258,3519,3519,0,0,4,1355285258,19122,4,20,0,0,0,0,0,0,0,0,1684159413,1684159431,3519,64ac8f12-dba3-42d8-8133-1b8fe0bd62a4,12,0,0,0,0,0,0,StandAloneCluster,0,,,0,,2,3,0,0,64,64,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,2AAC37BDF26211EDB7C7E72D760FE46E,3,00000000003979CC027EC50900000000,0,0,0,,,2,,,0,0,,0,0,0
1,2,3766731,41862405,1684159343,2,0,-317386580,3295,0,0,4,-317386580,22704,4,20,0,0,0,0,0,0,0,0,41862406,2,41862406,1850540810,13129275881,13129275881,0,16,4,1850540810,21166,4,20,0,0,0,0,0,0,0,0,1684159352,1684159441,13129275881,b7daebc0-5d31-46bc-b0d3-e7a1a188598c,0,12,0,0,0,0,0,StandAloneCluster,0,,,0,,3,2,0,0,64,64,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1C22070000010000000037A90A4D030A,0,0,0,,,5,,,0,0,,0,0,0
1,2,3766734,41862417,1684159500,2,41862417,1850540810,19177574839,0,16,4,1850540810,20750,4,20,0,0,0,0,0,0,0,0,41862426,2,41862426,189595914,13126463307,2000,0,0,4,189595914,20618,4,20,0,0,0,0,0,0,0,0,1684159520,1684159524,13126463307,e476caad-d639-403a-9d3c-eca74b3516f3,12,0,5,5,2,2,0,StandAloneCluster,5,,,0,,2,3,0,0,64,64,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,60B89585F26211EDB7F2E72D760FE46E,1,85A2158000010000000037AC0A4D030A,0,0,0,,,5,,,0,0,,0,0,0
1,2,3766733,41862413,1684159425,2,41862413,1850540810,16176620322,0,16,4,1850540810,21258,4,20,0,0,0,0,0,0,0,0,41862416,2,41862416,1850540810,13126463530,18478583139,0,0,4,1850540810,20588,4,20,0,0,0,0,0,0,0,0,1684159432,1684159637,13126463530,8b5c538d-b986-478e-84ef-bb9031c58152,12,0,5,5,15,15,0,StandAloneCluster,5,,,0,,2,2,0,0,64,64,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,342831ECF26211EDB7D2E72D760FE46E,1,4D023C0000010000000037AA0A4D030A,0,0,0,,,5,,,0,0,,0,0,0
1,2,3766736,41862428,1684159587,2,0,-557317366,3311,0,16,4,-557317366,24180,4,20,0,0,0,0,0,0,0,0,41862429,2,41862429,1850540810,17082543027,17082543027,0,0,4,1850540810,21188,4,20,0,0,0,0,0,0,0,0,1684159619,1684159674,17082543027,367d697a-08ae-4cb4-8509-9e9c1245624f,12,0,0,0,0,0,0,StandAloneCluster,0,,,0,,3,2,0,0,64,64,,,,0,0,0,0,0,0,0,0,0,0,0,0,3,00000000003979D0027EC51C00000000,1,AD91790000010000000037AD0A4D030A,0,0,0,,,5,,,0,0,,0,0,0
1,2,3766735,41862422,1684159514,2,0,-1698168054,3399,0,16,4,-1698168054,29506,4,20,0,0,0,0,0,0,0,0,41862423,2,41862423,1850540810,16304550045,16304550045,0,0,4,1850540810,21130,4,20,0,0,0,0,0,0,0,0,1684159515,1684159762,16304550045,13ad6f7e-d3b7-484f-b889-aee08fa92820,12,0,0,0,0,0,0,StandAloneCluster,0,,,0,,3,2,0,0,64,64,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,820E8E8000010000000037AB0A4D030A,0,0,0,,,5,,,0,0,,0,0,0
1,2,3766737,41862431,1684159738,2,41862431,1850540810,17732189209,0,16,4,1850540810,21190,4,20,0,0,0,0,0,0,0,0,41862432,2,0,1271399178,13126463309,13126463309,0,0,4,1271399178,16452,4,20,0,0,0,0,0,0,0,0,1684159741,1684159839,13126463309,a997eb89-60e8-409c-94a2-8adbb802a529,12,0,0,0,0,0,0,StandAloneCluster,0,,,0,,2,3,0,0,64,64,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,EEF53CF8F26211EDB849E72D760FE46E,3,00000000003979D1027EC52000000000,0,0,0,,,2,,,0,0,,0,0,0
1,2,3766740,41862437,1684159904,2,41862437,1850540810,14052331958,0,393216,4,1850540810,21232,4,20,0,0,0,0,0,0,0,0,41862438,2,0,164168458,13126463600,13126463600,0,393216,4,164168458,28750,4,20,0,0,0,0,0,0,0,0,1684159906,1684159929,13126463600,3d18928e-f9fc-4619-8549-4b47ad1ebcc7,10,10,0,0,0,0,0,StandAloneCluster,0,,,0,,2,3,0,0,64,64,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,51BFC49EF26311EDB881E72D760FE46E,0,,0,0,0,,,2,,,0,0,,0,0,0
